Index,Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
373146,373146,80purppp,Soleil,4XWHfXGE0MvK1qMjpSbTiB,65,2019,chill,0.732,0.483,6,-13.656,1,0.13,0.742,0.326,0.107,0.464,126.053,109296,4
506714,506714,$uicideboy$,Ugliest,2Q9nA56DKKJhj4cHMbHlAS,70,2021,hip-hop,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,178131,4
553384,553384,Miksu / Macloud,Nachts wach,3kgt8Ys78I6GBZlQrWqZiA,71,2022,german,0.719,0.685,6,-7.083,0,0.257,0.569,0.0,0.263,0.632,136.172,178973,4
560465,560465,Lil Baby,Russian Roulette,23tyRvp2QIoxukwDvVxq3J,61,2022,hip-hop,0.596,0.659,10,-5.686,0,0.35,0.0395,0.0,0.124,0.332,81.188,175883,4
293684,293684,Jesse & Joy,3 A.M.,0yyZN5ASdrYu0XYWFzfxUu,68,2017,pop,0.702,0.84,0,-3.547,1,0.0879,0.0112,0.0,0.119,0.624,101.99,183573,4
487987,487987,Jonas Brothers,Remember This,6nACZEZIt1CIBmF09r5Pb5,62,2021,dance,0.669,0.629,1,-5.018,0,0.0803,0.217,0.0,0.366,0.294,110.865,178222,4
595161,595161,MEDUZA,Pegasus,6G0ldVNlhQf82Rf3pWjAyQ,67,2023,edm,0.583,0.884,5,-7.19,0,0.0396,0.0417,0.0398,0.296,0.396,125.042,180533,4
197637,197637,One Direction,Love You Goodbye,1ZWLWVqeEMWMKTlteS0yLH,65,2015,pop,0.546,0.657,1,-4.787,1,0.0332,0.0928,0.0,0.119,0.361,133.188,196933,4
397350,397350,NLE Choppa,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,61,2019,hip-hop,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013,4
109731,109731,Catfish and the Bottlemen,Kathleen,1MHYAqWWdDRePmnqORynrq,64,2014,alt-rock,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,160886,4
1140277,1437936,"Tyler, The Creator",She,0SA0mMXWh23raZ6xzOCU2V,73,2011,hip-hop,0.35,0.621,8,-6.495,0,0.233,0.256,3.44e-05,0.613,0.459,83.375,253387,4
224459,224459,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,68,2016,dance,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
520735,520735,Natanael Cano,Ninguna Como Ella,14m4h509A1JJojv3eDxUDe,63,2021,sad,0.677,0.666,8,-7.086,1,0.0316,0.479,0.0,0.147,0.744,96.515,200050,3
264866,264866,Hot Shade,Better,0mdaq2XYJsFTXm3rLMdUc0,61,2017,dance,0.568,0.744,6,-2.904,1,0.0366,0.0818,0.0,0.0958,0.361,109.965,183171,4
560289,560289,Key Glock,Die Trying,4qNYl4NkngYRqf6DtTyD9I,65,2022,hip-hop,0.911,0.462,6,-12.328,0,0.285,0.155,0.0,0.143,0.626,145.951,158224,4
569539,569539,KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",7fW9J3EpVWVN1ouv0slAs0,66,2022,pop-film,0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,266653,4
367695,367695,Counting Crows,Accidentally In Love,6mOdbqSh2fLyfVMudAqH3J,61,2019,alt-rock,0.553,0.931,7,-3.663,1,0.0378,0.0452,3.23e-06,0.0871,0.815,137.992,188893,4
921166,1109772,John Mayer,Say,6wZI4mdT8JwXgkGURnBQiq,61,2006,singer-songwriter,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,230213,4
590801,590801,Morgan Wallen,Sunrise,0JtgoDDf0ggWaoXCGhcOoT,79,2023,country,0.613,0.765,2,-5.058,0,0.0318,0.259,4.28e-06,0.0832,0.343,139.993,182522,4
569245,569245,Harry Styles,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,78,2022,pop,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,191638,4
293539,293539,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",7rdUtXasA973gmrr2Xxh3E,66,2017,pop,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,214255,4
850915,1002567,Wisin & Yandel,Mírala Bien,04uA3BJ1Rj8DBKkpKCABJx,66,2005,electro,0.815,0.856,1,-4.399,0,0.13,0.255,0.0,0.0697,0.713,96.014,156560,4
260278,260278,Nohidea,falling down,39BjmE63Oum0jR2QpHYSJv,61,2017,chill,0.778,0.309,8,-16.688,1,0.324,0.915,0.0925,0.343,0.556,80.115,96053,4
567875,567875,Mia Julia,Der Zug hat keine Bremse - Mallorcastyle Edition,3T4DdPVqWeaC4U7vrIxlKz,64,2022,party,0.795,0.974,0,-2.418,1,0.0778,0.029,0.0,0.611,0.935,137.957,207301,4
551732,551732,Zola,CARTIER PANTHÈRE,39u64b5XPIpyHn2CP1PJq4,61,2022,french,0.816,0.488,10,-6.143,0,0.344,0.102,8.86e-06,0.178,0.473,125.061,185884,4
286614,286614,Phoebe Bridgers,Scott Street,6Uwi2Qk3H7fM4b4W4ExrAp,70,2017,indie-pop,0.508,0.417,10,-9.632,1,0.0296,0.77,0.0928,0.0887,0.483,134.944,305001,4
386079,386079,Morningsiders,Honey Hold Me,69XWcpV2x4YZWaCvstSRlK,64,2019,folk,0.606,0.567,0,-6.841,1,0.0268,0.367,0.00325,0.19,0.521,82.012,181455,4
542188,542188,Sub Focus,Off The Ground,5UvLQncwvEGiRLn0xEZw45,62,2022,dance,0.582,0.791,0,-3.643,0,0.0427,0.0296,0.105,0.118,0.0422,174.01,242750,4
285085,285085,Rvssian,Si Tu Lo Dejas,2naJy8SKJ27gj6ZhRPDKaz,65,2017,hip-hop,0.713,0.577,1,-9.367,0,0.0436,0.0286,0.0,0.165,0.387,115.021,275478,4
551892,551892,Mc Jacaré,Vento Forte,5PSkF3QpVMlAx8U5Inxj39,75,2022,funk,0.86,0.78,3,-4.158,0,0.131,0.246,0.000827,0.31,0.801,130.048,123712,4
255752,255752,Novo Amor,Ontario,1XZPtZVqcOzzxbYIR7MjQw,69,2017,ambient,0.409,0.223,10,-13.886,1,0.0296,0.947,0.0123,0.0635,0.173,89.877,192867,4
617266,617266,Israel & Rodolffo,Seu Brilho Sumiu - Ao Vivo,3PH1nUysW7ybo3Yu8sqlPN,75,2023,sertanejo,0.625,0.916,6,-3.704,1,0.0461,0.309,0.0,0.906,0.746,153.664,168840,4
293680,293680,Ed Sheeran,New Man,5HDPtsnyb3maFmPL8LLUTG,63,2017,pop,0.78,0.745,7,-3.97,1,0.145,0.0559,0.0,0.0595,0.862,94.026,189280,4
332703,332703,Her's,She Needs Him,1NjzNt18LlNTuJYErYGvbQ,62,2018,garage,0.504,0.58,1,-5.917,1,0.0279,0.0101,0.491,0.071,0.585,157.026,314391,4
508559,508559,girl in red,You Stupid Bitch,65wEZxhPlAERKLcSbTD7qc,63,2021,indie-pop,0.521,0.833,11,-5.661,0,0.053,0.00721,0.00119,0.272,0.764,149.006,195952,4
192414,192414,BTS,Dope,7jPCPDYoiaKeK7cgNGpIzq,66,2015,k-pop,0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,240021,4
960214,1167516,Rihanna,Shut Up And Drive,4QdX6pmNnJ5cleufWQIr5D,62,2007,pop,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4
411394,411394,Esteban Gabriel,Tirando la H,0SLnqaBaYLFH3ncId7ClCU,62,2019,sad,0.61,0.748,5,-4.232,1,0.127,0.0343,0.0,0.0621,0.741,68.398,119333,4
782685,900834,Shaggy,Hey Sexy Lady [feat. Brian & Tony Gold],7i5dJM7fhHppWwJoAX4bZ3,66,2003,pop,0.942,0.499,3,-9.094,0,0.0638,0.00425,0.0134,0.36,0.73,101.78,200040,4
171914,171914,Claptone,Heartbeat,68Q6c22JNyLUlZYX4dE2tn,62,2015,disco,0.811,0.647,10,-7.916,0,0.0406,0.0174,0.349,0.0829,0.708,120.01,329538,4
298617,298617,Alfredo Olivas,Antecedentes De Culpa,3JvDAV3iV1KH0EmnfdU8kf,68,2017,sad,0.664,0.788,5,-4.607,1,0.124,0.27,0.0,0.289,0.876,150.04,195493,4
579372,579372,Richter Gravitas,Silent Mind,7m4uTQoUTU68STmL3Y3bX9,63,2022,sleep,0.133,0.00602,0,-36.338,1,0.0511,0.951,0.825,0.137,0.175,143.556,130789,3
560374,560374,Cordae,Super,3sjtQ07ptlPzw2N4YmGW3S,62,2022,hip-hop,0.899,0.695,1,-4.749,1,0.346,0.113,0.0,0.112,0.394,139.027,177554,4
65403,65403,Randy Houser,How Country Feels,6aUhfNWYnMThF3TGtuYUUu,66,2013,country,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,185907,4
264803,264803,Avicii,Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,77,2017,dance,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,4
118822,118822,David Nail,Whatever She's Got,4PJXT82AZtlDW4Q71b43oz,62,2014,country,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4
1047492,1296673,Don Omar,Virtual Diva,5nJaS3PEpyPfaWiLxIGtRX,69,2009,hip-hop,0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.753,0.729,113.999,239493,4
456872,456872,BLACKPINK,Ice Cream (with Selena Gomez),4JUPEh2DVSXFGExu4Uxevz,66,2020,k-pop,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972,177813,4
494202,494202,Alessia Cara,Best Days,3z1DnGBH2uhlDekJr0YVzQ,61,2021,electro,0.518,0.318,6,-11.727,1,0.0749,0.875,4.21e-06,0.13,0.227,77.594,211838,4
564219,564219,ENHYPEN,Blessed-Cursed,7ecbsiAQ6PNdiAq0hplVZo,68,2022,k-pop,0.604,0.886,4,-3.523,0,0.061,0.0925,0.0,0.596,0.401,127.098,170805,4
888926,1061622,Rodney Atkins,If You're Going Through Hell (Before The Devil Even Knows),7vSn3VNbzOtPebdj6ZSebj,62,2006,country,0.566,0.898,9,-3.659,1,0.0634,0.0613,0.0,0.126,0.791,115.954,216773,4
411381,411381,Junior H,Ella,0tKl8ZVM6xJkhznvJAS3Nq,77,2019,sad,0.478,0.732,4,-4.342,0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,259403,3
293626,293626,Michael Jackson,Thriller,7azo4rpSUh8nXgtonC6Pkq,65,2017,pop,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,358053,4
301096,301096,Gustavo Mioto,Anti Amor - Ao Vivo,3zlU0V45H1FcjZeGEVt8ih,63,2017,sertanejo,0.648,0.617,1,-6.073,1,0.0675,0.431,0.0,0.374,0.484,132.071,165360,4
146871,146871,Ariana Grande,Just A Little Bit Of Your Heart,5lvnGiTAH9BVlJLHc0DXZz,61,2014,pop,0.439,0.322,9,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963,232587,4
574236,574236,Edgardo Nuñez,Yo Soy El Pirata,6syuatoW05nFiHFcT0uoKJ,66,2022,sad,0.79,0.529,7,-8.154,0,0.121,0.584,2.65e-06,0.142,0.678,111.184,168670,1
342804,342804,Lucy Dacus,Night Shift,1yYlpGuBiRRf33e1gY61bN,64,2018,indie-pop,0.48,0.311,9,-7.887,1,0.0258,0.313,1.52e-05,0.113,0.162,86.15,391829,4
560932,560932,KSI,Summer Is Over,78nvT4euebtCsEigaNt4aa,61,2022,hip-hop,0.349,0.745,0,-5.234,1,0.0454,0.422,1.18e-05,0.34,0.146,95.98,188561,4
264785,264785,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,77,2017,dance,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4
630521,631423,Craig David,Walking Away,3R7fjB38qajI6JR69y5k4e,61,2000,dance,0.596,0.688,9,-6.367,0,0.0345,0.196,0.0,0.121,0.817,172.837,204867,4
420577,420577,Henrique Camacho,Sevilla,5xvzN9tprEU16VYxgZ9he4,64,2019,trance,0.498,0.949,9,-5.145,1,0.289,0.00522,0.697,0.0674,0.155,180.06,352003,4
284868,284868,21 Savage,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,68,2017,hip-hop,0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,148640,4
74562,74562,The Paper Kites,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,74,2013,folk,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,210080,4
560269,560269,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,68,2022,hip-hop,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4
561003,561003,Something Good,Rhythm (Of The Night),4G58eym5EGj8ZG1qt8DXIx,63,2022,house,0.534,0.946,10,-6.632,1,0.0383,0.000404,0.698,0.348,0.173,121.951,201622,4
285506,285506,Cosculluela,Guaya,6jhmBvxtwBiEIpxdywJtbh,62,2017,hip-hop,0.816,0.478,2,-7.122,0,0.213,0.159,5.59e-05,0.154,0.406,171.764,207270,4
285084,285084,Farruko,Krippy Kush,7FfpP3YZ6fOWMdxkIAtud9,63,2017,hip-hop,0.708,0.56,9,-7.132,1,0.129,0.0668,0.0,0.111,0.411,163.043,230520,4
520571,520571,Grupo Marca Registrada,La Plebada del 09,1dafTXbbbK0wSsji6VbPJJ,65,2021,sad,0.768,0.873,3,-5.111,1,0.113,0.202,0.00031,0.153,0.962,159.932,153182,3
560455,560455,Marlon Craft,World Champ,4VIznE5GISZrFlTxFNE7Pc,62,2022,hip-hop,0.516,0.565,1,-6.77,1,0.207,0.147,0.000285,0.313,0.721,178.177,146954,3
913949,1097627,Jatin-Lalit,Chand Sifarish,5EYZZvmNAH5VZCwuzYJqoA,70,2006,pop,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4
541774,541774,Nelly Furtado,Say It Right - Sped Up Remix,3iWOZkQNDekZQqkiJqqeGy,68,2022,dance,0.849,0.941,8,-6.448,1,0.223,0.0269,0.00717,0.0596,0.765,134.479,194160,4
605570,605570,MELON,L'Amour Toujours (Dance),06ekyEfviHPLgmI3NVMlbZ,66,2023,house,0.356,0.911,11,-4.664,0,0.209,0.00185,0.00223,0.162,0.247,135.033,183111,4
139025,139025,Voz De Mando,Levantando Polvadera,4rQyZTWAh23M9fndTO0TWG,61,2014,hip-hop,0.833,0.851,9,-4.26,1,0.182,0.172,0.00121,0.0829,0.945,159.953,185179,3
549483,549483,Tom Walker,The Best Is Yet to Come,36jMu03qVcjYAccvQLmAMR,67,2022,folk,0.395,0.354,9,-7.635,1,0.0444,0.933,0.0,0.102,0.247,165.95,166874,4
394311,394311,Ghost,Kiss The Go-Goat,56k2ztFw7hQRzDeoe80pJo,64,2019,hard-rock,0.469,0.851,10,-4.147,1,0.0547,0.000213,7.86e-06,0.154,0.549,130.053,195694,4
560935,560935,AP Dhillon,Wo Noor,32FVH23yFXr8Z0sfjRw4It,71,2022,hip-hop,0.761,0.554,1,-8.119,0,0.0854,0.193,0.00844,0.0802,0.555,92.52,199420,4
397311,397311,Lil Baby,Woah,598yNsG1JFrGd4n2kMoz7F,65,2019,hip-hop,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,183011,4
591108,591108,Chlöe,How Does It Feel,0ixyLzNaPr7G2Fu5ETgssB,75,2023,dance,0.575,0.738,8,-3.65,1,0.0712,0.208,0.0,0.153,0.391,82.609,166623,4
1101708,1381110,James Blunt,Stay the Night,7FFl1IHSsPWsfUCladsCl9,61,2010,pop,0.528,0.886,11,-6.249,0,0.0329,0.0159,0.0,0.0758,0.8,96.001,216333,4
1028484,1271030,Jason Aldean,She's Country,0PspNrE4MSjr1JeB4OW0jn,68,2009,country,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,220573,4
40418,40418,One Direction,More Than This,0UAB340gAcSMk3r0a8PTag,63,2012,pop,0.498,0.715,0,-4.446,1,0.0315,0.0607,0.0,0.274,0.225,151.809,229107,4
271631,271631,Billie Eilish,watch,7eB1V5LvAdxCc7brfGhRRo,77,2017,electro,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,177523,4
138949,138949,J. Cole,A Tale Of 2 Citiez,52A8OAP8lTQKZCj4Rce92B,67,2014,hip-hop,0.771,0.536,11,-8.534,1,0.323,0.553,1.05e-06,0.294,0.343,94.995,269721,4
605593,605593,MELON,Sweet Dreams (Are Made of This) [Dance],0cEUaBQESArF85dVQWF3lR,61,2023,house,0.661,0.873,11,-5.276,0,0.0343,0.00625,0.00259,0.226,0.278,126.974,158031,4
188801,188801,$uicideboy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,6QFQqqYye5lAcnhCALvxKJ,74,2015,hip-hop,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98,167680,4
293607,293607,Sia,Helium,4S6fv0puLCsfYjyBTPDb9k,68,2017,pop,0.42,0.396,4,-6.678,1,0.0296,0.551,0.0,0.0708,0.132,136.849,252320,4
12163,12163,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),1o1Pny4JcE3LdUBeBedbm6,62,2012,dance,0.768,0.782,7,-5.545,1,0.141,0.0545,0.0,0.338,0.842,116.492,220319,4
127952,127952,Vance Joy,Georgia,429EttO8gs0bDo2SQfUNSm,64,2014,folk,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507,4
452858,452858,Machine Gun Kelly,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,70,2020,hip-hop,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
913932,1097548,Camila,Abrázame,6rCyXpDwlMf1GH2qlpjJWv,63,2006,pop,0.458,0.472,6,-7.183,1,0.0478,0.417,0.0,0.104,0.322,150.936,230720,4
487944,487944,Andy Grammer,Lease On Life,4ufkuONjQMNR2fyXu1bO9w,64,2021,dance,0.704,0.701,2,-5.442,1,0.0594,0.058,0.0,0.127,0.592,88.024,168163,4
1105308,1387977,Julión Álvarez y su Norteño Banda,Terrenal,1Uy7p71RYE0uRvA6Kirr3O,68,2010,sad,0.581,0.43,4,-4.817,0,0.0333,0.7,0.0,0.12,0.609,81.969,237640,4
515638,515638,Chloe Adams,Dirty Thoughts,2g1QPpTd4o8gTAapxEUPnz,70,2021,pop,0.66,0.462,7,-7.203,1,0.103,0.168,1.37e-06,0.486,0.384,167.098,129699,4
608286,608286,KAI,Bomba,1E6H8b0dUuCt7vbBgL1Fvm,63,2023,k-pop,0.799,0.79,10,-3.692,0,0.0736,0.274,0.0,0.041,0.702,93.978,187907,4
854756,1008257,Sharon Jones & The Dap-Kings,How Long Do I Have to Wait for You?,113bLFbp3F9MVN0w2KJ1ma,67,2005,funk,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942,243760,4
245744,245744,BANNERS,Half Light,1tYOB844iD7HxHvPtwDPNu,62,2016,indie-pop,0.532,0.392,10,-7.502,1,0.0289,0.816,0.0,0.122,0.352,151.879,185947,4
271649,271649,Alan Walker,The Spectre,2DGa7iaidT5s0qnINlwMjJ,70,2017,electro,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788,4
320117,320117,LANCO,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,66,2018,country,0.669,0.617,10,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,222573,4
522766,522766,Henrique & Juliano,Universo Conspirou - Ao Vivo,6Xz85h33BGWDGgmWYdp6Ga,61,2021,sertanejo,0.598,0.827,7,-4.69,1,0.0978,0.282,0.0,0.858,0.659,149.826,190016,4
541745,541745,Chris Brown,Call Me Every Day (feat. Wizkid),7vVs4XCsQyGn1Au3drvo9Z,66,2022,dance,0.729,0.634,4,-7.194,0,0.175,0.115,1.35e-05,0.0997,0.772,171.862,146840,4
341143,341143,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,67,2018,hip-hop,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4
576594,576594,Vitor e Luan,Lucidez,5TKvgxadaDeZ31XbiJMF7D,65,2022,sertanejo,0.589,0.82,11,-4.083,0,0.0508,0.595,0.0,0.867,0.513,106.23,161685,4
328667,328667,iamjakehill,Stay,4Xn89qH8uKOumgvAGSvY3U,64,2018,emo,0.634,0.658,7,-8.537,0,0.314,0.814,0.0,0.134,0.86,166.05,185070,4
560307,560307,Young Dolph,Thats How,3lOnIYYLPTUGscEdCRK59q,63,2022,hip-hop,0.852,0.648,6,-6.062,0,0.0818,0.114,0.0,0.353,0.267,123.996,179107,4
327781,327781,Alec Benjamin,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,67,2018,electro,0.817,0.578,11,-7.579,0,0.0824,0.224,0.00103,0.251,0.851,143.982,181705,4
775362,888465,Murphy Lee,Shake Ya Tailfeather - Radio Edit,4TJduXYW1Pg96EDNnfiwxJ,63,2003,hip-hop,0.715,0.733,1,-7.068,1,0.262,0.134,0.0,0.157,0.897,87.665,295173,4
496705,496705,Paulo Pires,Ameaça,4fSHADbZbhpZCT9oJpxwbP,66,2021,forro,0.644,0.938,8,-3.643,1,0.0602,0.216,1.69e-06,0.164,0.748,169.9,188096,4
540788,540788,Tyler Hubbard,Dancin’ In The Country,6Z1bV93BP95h4YjIavrQPf,72,2022,country,0.655,0.869,7,-4.807,1,0.0633,0.00408,0.0,0.104,0.541,114.984,179645,4
354089,354089,LiSA,ADAMAS,6RpBs7BsS9oiHKtzJXsMOS,61,2018,rock,0.514,0.991,1,-1.768,0,0.115,0.00906,1.28e-05,0.316,0.298,95.528,225000,4
284904,284904,$uicideboy$,Now I'm up to My Neck with Offers,5ClnW65Z82Mqu4QFwf69YU,64,2017,hip-hop,0.79,0.858,6,-6.414,0,0.416,0.0573,2.84e-05,0.202,0.35,137.894,167015,4
340983,340983,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,66,2018,hip-hop,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,194184,4
541798,541798,Curbi,Flying,23tSVCziOnXVAyayQt0Bi7,65,2022,dance,0.747,0.855,4,-7.27,1,0.0341,0.24,0.807,0.111,0.219,130.038,184837,4
342786,342786,Mitski,A Pearl,7fd3aMiuwHWKsTdZafjOfZ,72,2018,indie-pop,0.295,0.637,8,-4.043,1,0.0288,0.0496,0.0236,0.112,0.221,84.551,156146,4
271662,271662,Zara Larsson,I Can't Fall in Love Without You,4VPXFi4vFTtS9wHe6oMQaT,62,2017,electro,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,180640,4
341597,341597,Badshah,Proper Patola,39ujbBjTwwqUFySaCYDMMT,68,2018,hip-hop,0.77,0.824,1,-6.491,0,0.0851,0.485,0.0,0.318,0.49,172.006,178605,4
598394,598394,Maes,Omerta,60vv2FTa31yyaYlJuDC7rI,63,2023,french,0.805,0.504,1,-5.629,0,0.133,0.274,0.0,0.0902,0.686,95.024,92000,4
851814,1004479,Fall Out Boy,"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,76,2005,emo,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4
350359,350359,Shawn Mendes,Perfectly Wrong,6nat4Z7iRKWVk1qngQqI0Q,63,2018,pop,0.361,0.311,2,-11.748,0,0.0369,0.872,0.0,0.0987,0.323,89.362,212773,4
542334,542334,Mark Mendy,"Weekend (Party, Sleep, Repeat)",5066WzFaeJhqmQmKjBmrr6,61,2022,dance,0.813,0.853,10,-4.756,1,0.163,0.138,0.0,0.0845,0.732,123.005,138557,4
540872,540872,Zach Bryan,Highway Boys,77OK2W45f7DEYgUEQs00PY,62,2022,country,0.484,0.362,0,-8.989,1,0.05,0.125,1.39e-05,0.103,0.299,153.911,220035,4
93582,93582,Ed Sheeran,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,64,2013,pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
118826,118826,Sam Hunt,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk,62,2014,country,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,192160,4
487895,487895,Doja Cat,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,77,2021,dance,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,174253,4
284932,284932,Smino,Amphetamine,3Zau3JcrZcBfw8aVjKGkSX,61,2017,hip-hop,0.619,0.532,5,-9.554,1,0.515,0.715,1.33e-05,0.0953,0.401,120.019,469831,4
515629,515629,Taylor Swift,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,71,2021,pop,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,329160,4
541941,541941,Joel Corry,HISTORY,5IfHQilcjciOxJQBFCNCCN,67,2022,dance,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,176610,4
384337,384337,Melanie Martinez,Nurse's Office,4fRzunTZ51UC0oNwoVqiKB,66,2019,electro,0.612,0.651,2,-8.292,0,0.19,0.313,0.0,0.114,0.556,182.87,202723,3
652943,662709,Lenny Kravitz,Again,5c1QJAiC3773EwiZLwHf5x,68,2000,pop,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,231667,4
595225,595225,ACRAZE,Take Me Away,1EXDjOpV3Lbiv8CzJ7caHs,63,2023,edm,0.727,0.982,11,-4.011,0,0.0782,0.000274,0.854,0.286,0.719,126.036,179529,4
519389,519389,Sam Fender,Seventeen Going Under,1Dp7ASSZVVOPJ85VdLpjOX,64,2021,rock,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,302360,4
552047,552047,Tz da Coronel,Não faz isso Comigo não,0zTZONeg1hFNplaZGc7siE,67,2022,funk,0.821,0.38,2,-10.364,1,0.05,0.0822,3.98e-06,0.2,0.155,120.033,120047,4
595418,595418,Caroline Polachek,Blood And Butter,5KE5Inz4uZKGb2EzETaOEe,61,2023,electro,0.589,0.682,0,-6.699,1,0.0347,0.229,0.00174,0.0583,0.398,90.027,267500,4
515643,515643,Shawn Mendes,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,76,2021,pop,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4
473007,473007,Aitana,SI NO VAS A VOLVER,7es67JIZ333OB30dYfjfal,63,2020,spanish,0.697,0.667,8,-4.039,1,0.0332,0.00445,0.0,0.119,0.275,116.996,155645,4
331564,331564,Josman,XS,3Bc8gFjMtqUhuF5ZQ8GiQl,62,2018,french,0.807,0.761,10,-4.765,0,0.171,0.348,0.0,0.0846,0.535,144.992,206897,4
